notch,srg,mcp
bkz,net/minecraft/client/particle/EntitySuspendFX,net/minecraft/client/particle/EntitySuspendFX
bky,net/minecraft/client/particle/EntitySplashFX,net/minecraft/client/particle/EntitySplashFX
ka,net/minecraft/network/status/server/S00PacketServerInfo,net/minecraft/network/status/server/S00PacketServerInfo
bla,net/minecraft/client/particle/EntityAuraFX,net/minecraft/client/particle/EntityAuraFX
kb,net/minecraft/network/ServerStatusResponse,net/minecraft/network/ServerStatusResponse
kc,net/minecraft/network/ServerStatusResponse$PlayerCountData,net/minecraft/network/ServerStatusResponse$PlayerCountData
blc,net/minecraft/client/particle/EntityBlockDustFX,net/minecraft/client/particle/EntityBlockDustFX
blb,net/minecraft/client/particle/EntityPickupFX,net/minecraft/client/particle/EntityPickupFX
kd,net/minecraft/network/ServerStatusResponse$PlayerCountData$Serializer,net/minecraft/network/ServerStatusResponse$PlayerCountData$Serializer
ke,net/minecraft/network/ServerStatusResponse$Serializer,net/minecraft/network/ServerStatusResponse$Serializer
ble,net/minecraft/client/particle/EntityFishWakeFX,net/minecraft/client/particle/EntityFishWakeFX
kf,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier
bld,net/minecraft/client/particle/EntityDiggingFX,net/minecraft/client/particle/EntityDiggingFX
blg,net/minecraft/client/entity/AbstractClientPlayer,net/minecraft/client/entity/AbstractClientPlayer
kg,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier$Serializer,net/minecraft/network/ServerStatusResponse$MinecraftProtocolVersionIdentifier$Serializer
kh,net/minecraft/network/status/INetHandlerStatusServer,net/minecraft/network/status/INetHandlerStatusServer
blf,net/minecraft/client/particle/EntityRainFX,net/minecraft/client/particle/EntityRainFX
bli,net/minecraft/util/MovementInput,net/minecraft/util/MovementInput
net/minecraft/client/main/Main,net/minecraft/client/main/Main,net/minecraft/client/main/Main
ki,net/minecraft/network/status/client/C01PacketPing,net/minecraft/network/status/client/C01PacketPing
kj,net/minecraft/network/status/client/C00PacketServerQuery,net/minecraft/network/status/client/C00PacketServerQuery
blh,net/minecraft/client/entity/AbstractClientPlayer$SwitchType,net/minecraft/client/entity/AbstractClientPlayer$SwitchType
kk,net/minecraft/dispenser/BehaviorProjectileDispense,net/minecraft/dispenser/BehaviorProjectileDispense
blk,net/minecraft/client/entity/EntityPlayerSP,net/minecraft/client/entity/EntityPlayerSP
blj,net/minecraft/util/MovementInputFromOptions,net/minecraft/util/MovementInputFromOptions
kl,net/minecraft/init/Bootstrap,net/minecraft/init/Bootstrap
km,net/minecraft/init/Bootstrap$1,net/minecraft/init/Bootstrap$1
blm,net/minecraft/client/renderer/RenderBlocks,net/minecraft/client/renderer/RenderBlocks
kn,net/minecraft/init/Bootstrap$10,net/minecraft/init/Bootstrap$10
bll,net/minecraft/client/entity/EntityOtherPlayerMP,net/minecraft/client/entity/EntityOtherPlayerMP
ko,net/minecraft/init/Bootstrap$11,net/minecraft/init/Bootstrap$11
blo,net/minecraft/client/renderer/WorldRenderer,net/minecraft/client/renderer/WorldRenderer
kp,net/minecraft/init/Bootstrap$12,net/minecraft/init/Bootstrap$12
bln,net/minecraft/entity/boss/BossStatus,net/minecraft/entity/boss/BossStatus
kq,net/minecraft/init/Bootstrap$13,net/minecraft/init/Bootstrap$13
blq,net/minecraft/client/renderer/EntitySorter,net/minecraft/client/renderer/EntitySorter
blp,net/minecraft/client/renderer/RenderSorter,net/minecraft/client/renderer/RenderSorter
kr,net/minecraft/init/Bootstrap$14,net/minecraft/init/Bootstrap$14
bls,net/minecraft/client/renderer/tileentity/TileEntityRendererChestHelper,net/minecraft/client/renderer/tileentity/TileEntityRendererChestHelper
ks,net/minecraft/init/Bootstrap$2,net/minecraft/init/Bootstrap$2
kt,net/minecraft/init/Bootstrap$3,net/minecraft/init/Bootstrap$3
blr,net/minecraft/client/util/RenderDistanceSorter,net/minecraft/client/util/RenderDistanceSorter
blu,net/minecraft/client/renderer/EntityRenderer$1,net/minecraft/client/renderer/EntityRenderer$1
ku,net/minecraft/init/Bootstrap$4,net/minecraft/init/Bootstrap$4
kv,net/minecraft/init/Bootstrap$5,net/minecraft/init/Bootstrap$5
blt,net/minecraft/client/renderer/EntityRenderer,net/minecraft/client/renderer/EntityRenderer
kw,net/minecraft/init/Bootstrap$5$1,net/minecraft/init/Bootstrap$5$1
blw,net/minecraft/client/renderer/EntityRenderer$3,net/minecraft/client/renderer/EntityRenderer$3
kx,net/minecraft/init/Bootstrap$6,net/minecraft/init/Bootstrap$6
blv,net/minecraft/client/renderer/EntityRenderer$2,net/minecraft/client/renderer/EntityRenderer$2
ky,net/minecraft/init/Bootstrap$7,net/minecraft/init/Bootstrap$7
bly,net/minecraft/client/renderer/ItemRenderer,net/minecraft/client/renderer/ItemRenderer
blx,net/minecraft/client/renderer/IImageBuffer,net/minecraft/client/renderer/IImageBuffer
kz,net/minecraft/init/Bootstrap$8,net/minecraft/init/Bootstrap$8
la,net/minecraft/init/Bootstrap$9,net/minecraft/init/Bootstrap$9
lb,net/minecraft/client/util/JsonException,net/minecraft/client/util/JsonException
bmb,net/minecraft/client/renderer/RenderGlobal$1,net/minecraft/client/renderer/RenderGlobal$1
bma,net/minecraft/client/renderer/RenderGlobal,net/minecraft/client/renderer/RenderGlobal
lc,net/minecraft/client/util/JsonException$1,net/minecraft/client/util/JsonException$1
ld,net/minecraft/client/util/JsonException$Entry,net/minecraft/client/util/JsonException$Entry
bmd,net/minecraft/client/renderer/RenderList,net/minecraft/client/renderer/RenderList
le,net/minecraft/command/ServerCommand,net/minecraft/command/ServerCommand
bmc,net/minecraft/client/renderer/ImageBufferDownload,net/minecraft/client/renderer/ImageBufferDownload
bme,net/minecraft/client/util/QuadComparator,net/minecraft/client/util/QuadComparator
lg,net/minecraft/server/ServerEula,net/minecraft/server/ServerEula
lh,net/minecraft/server/MinecraftServer$1,net/minecraft/server/MinecraftServer$1
bmh,net/minecraft/client/renderer/Tessellator,net/minecraft/client/renderer/Tessellator
bmg,net/minecraft/client/shader/Framebuffer,net/minecraft/client/shader/Framebuffer
li,net/minecraft/server/MinecraftServer$2,net/minecraft/server/MinecraftServer$2
bmj,net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer,net/minecraft/client/renderer/tileentity/TileEntityBeaconRenderer
lj,net/minecraft/server/MinecraftServer$3,net/minecraft/server/MinecraftServer$3
lk,net/minecraft/server/MinecraftServer$4,net/minecraft/server/MinecraftServer$4
bmi,net/minecraft/client/shader/TesselatorVertexState,net/minecraft/client/shader/TesselatorVertexState
bml,net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer,net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer
ll,net/minecraft/server/MinecraftServer$5,net/minecraft/server/MinecraftServer$5
lm,net/minecraft/server/MinecraftServer$6,net/minecraft/server/MinecraftServer$6
bmk,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher,net/minecraft/client/renderer/tileentity/TileEntityRendererDispatcher
ln,net/minecraft/server/management/PlayerPositionComparator,net/minecraft/server/management/PlayerPositionComparator
bmn,net/minecraft/client/renderer/entity/RenderEnchantmentTable,net/minecraft/client/renderer/entity/RenderEnchantmentTable
lo,net/minecraft/network/rcon/IServer,net/minecraft/network/rcon/IServer
bmm,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer,net/minecraft/client/renderer/tileentity/TileEntityChestRenderer
lp,net/minecraft/scoreboard/ServerScoreboard,net/minecraft/scoreboard/ServerScoreboard
bmp,net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer,net/minecraft/client/renderer/tileentity/TileEntityMobSpawnerRenderer
bmo,net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer,net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer
lq,net/minecraft/server/dedicated/PropertyManager,net/minecraft/server/dedicated/PropertyManager
lr,net/minecraft/server/gui/IUpdatePlayerListBox,net/minecraft/server/gui/IUpdatePlayerListBox
bmr,net/minecraft/client/renderer/tileentity/TileEntitySignRenderer,net/minecraft/client/renderer/tileentity/TileEntitySignRenderer
ls,net/minecraft/server/dedicated/DedicatedPlayerList,net/minecraft/server/dedicated/DedicatedPlayerList
bmq,net/minecraft/client/renderer/tileentity/TileEntityRendererPiston,net/minecraft/client/renderer/tileentity/TileEntityRendererPiston
lt,net/minecraft/server/dedicated/DedicatedServer,net/minecraft/server/dedicated/DedicatedServer
bmt,net/minecraft/client/renderer/tileentity/RenderEndPortal,net/minecraft/client/renderer/tileentity/RenderEndPortal
bms,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer,net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer
lu,net/minecraft/server/dedicated/DedicatedServer$1,net/minecraft/server/dedicated/DedicatedServer$1
lv,net/minecraft/server/dedicated/DedicatedServer$2,net/minecraft/server/dedicated/DedicatedServer$2
bmv,net/minecraft/client/renderer/culling/ICamera,net/minecraft/client/renderer/culling/ICamera
lw,net/minecraft/server/dedicated/DedicatedServer$3,net/minecraft/server/dedicated/DedicatedServer$3
bmx,net/minecraft/client/renderer/culling/Frustrum,net/minecraft/client/renderer/culling/Frustrum
lx,net/minecraft/server/dedicated/DedicatedServer$4,net/minecraft/server/dedicated/DedicatedServer$4
bmw,net/minecraft/client/renderer/culling/ClippingHelperImpl,net/minecraft/client/renderer/culling/ClippingHelperImpl
ly,net/minecraft/server/gui/MinecraftServerGui,net/minecraft/server/gui/MinecraftServerGui
lz,net/minecraft/server/gui/MinecraftServerGui$1,net/minecraft/server/gui/MinecraftServerGui$1
bmy,net/minecraft/client/renderer/culling/ClippingHelper,net/minecraft/client/renderer/culling/ClippingHelper
ma,net/minecraft/server/gui/MinecraftServerGui$2,net/minecraft/server/gui/MinecraftServerGui$2
mb,net/minecraft/server/gui/MinecraftServerGui$3,net/minecraft/server/gui/MinecraftServerGui$3
bnc,net/minecraft/client/renderer/entity/RenderBat,net/minecraft/client/renderer/entity/RenderBat
mc,net/minecraft/server/gui/MinecraftServerGui$4,net/minecraft/server/gui/MinecraftServerGui$4
md,net/minecraft/server/gui/MinecraftServerGui$5,net/minecraft/server/gui/MinecraftServerGui$5
bnb,net/minecraft/client/renderer/entity/RenderArrow,net/minecraft/client/renderer/entity/RenderArrow
me,net/minecraft/server/gui/PlayerListComponent,net/minecraft/server/gui/PlayerListComponent
bne,net/minecraft/client/renderer/entity/RenderBoat,net/minecraft/client/renderer/entity/RenderBoat
bnd,net/minecraft/client/renderer/entity/RenderBlaze,net/minecraft/client/renderer/entity/RenderBlaze
mf,net/minecraft/server/gui/StatsComponent,net/minecraft/server/gui/StatsComponent
mg,net/minecraft/server/gui/StatsComponent$1,net/minecraft/server/gui/StatsComponent$1
bng,net/minecraft/client/renderer/entity/RenderChicken,net/minecraft/client/renderer/entity/RenderChicken
bnf,net/minecraft/client/renderer/entity/RenderCaveSpider,net/minecraft/client/renderer/entity/RenderCaveSpider
bni,net/minecraft/client/renderer/entity/RenderCreeper,net/minecraft/client/renderer/entity/RenderCreeper
mj,net/minecraft/client/renderer/DestroyBlockProgress,net/minecraft/client/renderer/DestroyBlockProgress
bnh,net/minecraft/client/renderer/entity/RenderCow,net/minecraft/client/renderer/entity/RenderCow
mk,net/minecraft/world/demo/DemoWorldServer,net/minecraft/world/demo/DemoWorldServer
bnk,net/minecraft/client/renderer/tileentity/RenderEnderCrystal,net/minecraft/client/renderer/tileentity/RenderEnderCrystal
bnj,net/minecraft/client/renderer/entity/RenderEntity,net/minecraft/client/renderer/entity/RenderEntity
ml,net/minecraft/world/demo/DemoWorldManager,net/minecraft/world/demo/DemoWorldManager
bnm,net/minecraft/client/renderer/entity/RenderEnderman,net/minecraft/client/renderer/entity/RenderEnderman
mm,net/minecraft/world/WorldServerMulti,net/minecraft/world/WorldServerMulti
mn,net/minecraft/entity/EntityTracker,net/minecraft/entity/EntityTracker
bnl,net/minecraft/client/renderer/entity/RenderDragon,net/minecraft/client/renderer/entity/RenderDragon
bno,net/minecraft/client/renderer/entity/Render,net/minecraft/client/renderer/entity/Render
mo,net/minecraft/entity/EntityTracker$1,net/minecraft/entity/EntityTracker$1
bnn,net/minecraft/client/renderer/entity/RenderManager,net/minecraft/client/renderer/entity/RenderManager
mp,net/minecraft/world/WorldManager,net/minecraft/world/WorldManager
mq,net/minecraft/server/management/PlayerManager,net/minecraft/server/management/PlayerManager
bnq,net/minecraft/client/renderer/entity/RenderFallingBlock,net/minecraft/client/renderer/entity/RenderFallingBlock
mr,net/minecraft/server/management/PlayerManager$PlayerInstance,net/minecraft/server/management/PlayerManager$PlayerInstance
bnp,net/minecraft/client/renderer/entity/RenderXPOrb,net/minecraft/client/renderer/entity/RenderXPOrb
ms,net/minecraft/world/gen/ChunkProviderServer,net/minecraft/world/gen/ChunkProviderServer
bns,net/minecraft/client/renderer/entity/RenderFish,net/minecraft/client/renderer/entity/RenderFish
bnr,net/minecraft/client/renderer/entity/RenderFireball,net/minecraft/client/renderer/entity/RenderFireball
mt,net/minecraft/world/WorldServer,net/minecraft/world/WorldServer
mu,net/minecraft/world/WorldServer$1,net/minecraft/world/WorldServer$1
bnu,net/minecraft/client/renderer/entity/RenderGiantZombie,net/minecraft/client/renderer/entity/RenderGiantZombie
mv,net/minecraft/world/WorldServer$ServerBlockEventList,net/minecraft/world/WorldServer$ServerBlockEventList
bnt,net/minecraft/client/renderer/entity/RenderGhast,net/minecraft/client/renderer/entity/RenderGhast
mw,net/minecraft/entity/player/EntityPlayerMP,net/minecraft/entity/player/EntityPlayerMP
bnw,net/minecraft/client/renderer/entity/RenderBiped,net/minecraft/client/renderer/entity/RenderBiped
bnv,net/minecraft/client/renderer/entity/RenderHorse,net/minecraft/client/renderer/entity/RenderHorse
mx,net/minecraft/server/management/ItemInWorldManager,net/minecraft/server/management/ItemInWorldManager
my,net/minecraft/entity/EntityTrackerEntry,net/minecraft/entity/EntityTrackerEntry
bny,net/minecraft/client/renderer/entity/RenderItem,net/minecraft/client/renderer/entity/RenderItem
mz,net/minecraft/network/PingResponseHandler,net/minecraft/network/PingResponseHandler
bnx,net/minecraft/client/renderer/tileentity/RenderItemFrame,net/minecraft/client/renderer/tileentity/RenderItemFrame
bnz,net/minecraft/client/renderer/entity/RenderItem$1,net/minecraft/client/renderer/entity/RenderItem$1
na,net/minecraft/client/network/NetHandlerHandshakeMemory,net/minecraft/client/network/NetHandlerHandshakeMemory
nb,net/minecraft/client/network/NetHandlerHandshakeMemory$SwitchEnumConnectionState,net/minecraft/client/network/NetHandlerHandshakeMemory$SwitchEnumConnectionState
bob,net/minecraft/client/renderer/entity/RenderItem$3,net/minecraft/client/renderer/entity/RenderItem$3
boa,net/minecraft/client/renderer/entity/RenderItem$2,net/minecraft/client/renderer/entity/RenderItem$2
nc,net/minecraft/network/NetworkSystem,net/minecraft/network/NetworkSystem
nd,net/minecraft/network/NetworkSystem$1,net/minecraft/network/NetworkSystem$1
bod,net/minecraft/client/renderer/entity/RenderSnowball,net/minecraft/client/renderer/entity/RenderSnowball
ne,net/minecraft/network/NetworkSystem$2,net/minecraft/network/NetworkSystem$2
boc,net/minecraft/client/renderer/entity/RenderItem$4,net/minecraft/client/renderer/entity/RenderItem$4
bof,net/minecraft/client/renderer/entity/RenderLeashKnot,net/minecraft/client/renderer/entity/RenderLeashKnot
nf,net/minecraft/network/NetworkSystem$3,net/minecraft/network/NetworkSystem$3
ng,net/minecraft/network/NetworkSystem$4,net/minecraft/network/NetworkSystem$4
boe,net/minecraft/client/renderer/entity/RenderMagmaCube,net/minecraft/client/renderer/entity/RenderMagmaCube
nh,net/minecraft/network/NetHandlerPlayServer,net/minecraft/network/NetHandlerPlayServer
boh,net/minecraft/client/renderer/entity/RendererLivingEntity,net/minecraft/client/renderer/entity/RendererLivingEntity
ni,net/minecraft/network/NetHandlerPlayServer$1,net/minecraft/network/NetHandlerPlayServer$1
bog,net/minecraft/client/renderer/entity/RenderLightningBolt,net/minecraft/client/renderer/entity/RenderLightningBolt
nj,net/minecraft/network/NetHandlerPlayServer$2,net/minecraft/network/NetHandlerPlayServer$2
boj,net/minecraft/client/renderer/entity/RenderMinecartMobSpawner,net/minecraft/client/renderer/entity/RenderMinecartMobSpawner
boi,net/minecraft/client/renderer/entity/RenderMinecart,net/minecraft/client/renderer/entity/RenderMinecart
nk,net/minecraft/network/NetHandlerPlayServer$SwitchEnumState,net/minecraft/network/NetHandlerPlayServer$SwitchEnumState
nl,net/minecraft/server/network/NetHandlerHandshakeTCP,net/minecraft/server/network/NetHandlerHandshakeTCP
bol,net/minecraft/client/renderer/entity/RenderMooshroom,net/minecraft/client/renderer/entity/RenderMooshroom
nm,net/minecraft/server/network/NetHandlerHandshakeTCP$SwitchEnumConnectionState,net/minecraft/server/network/NetHandlerHandshakeTCP$SwitchEnumConnectionState
bok,net/minecraft/client/renderer/entity/RenderLiving,net/minecraft/client/renderer/entity/RenderLiving
nn,net/minecraft/server/network/NetHandlerLoginServer,net/minecraft/server/network/NetHandlerLoginServer
bon,net/minecraft/client/renderer/entity/RenderPainting,net/minecraft/client/renderer/entity/RenderPainting
bom,net/minecraft/client/renderer/entity/RenderOcelot,net/minecraft/client/renderer/entity/RenderOcelot
no,net/minecraft/server/network/NetHandlerLoginServer$1,net/minecraft/server/network/NetHandlerLoginServer$1
np,net/minecraft/server/network/NetHandlerLoginServer$LoginState,net/minecraft/server/network/NetHandlerLoginServer$LoginState
bop,net/minecraft/client/renderer/entity/RenderPlayer,net/minecraft/client/renderer/entity/RenderPlayer
nq,net/minecraft/server/network/NetHandlerStatusServer,net/minecraft/server/network/NetHandlerStatusServer
boo,net/minecraft/client/renderer/entity/RenderPig,net/minecraft/client/renderer/entity/RenderPig
bor,net/minecraft/client/renderer/entity/RenderSilverfish,net/minecraft/client/renderer/entity/RenderSilverfish
nr,net/minecraft/server/management/BanEntry,net/minecraft/server/management/BanEntry
ns,net/minecraft/server/management/PlayerProfileCache,net/minecraft/server/management/PlayerProfileCache
boq,net/minecraft/client/renderer/entity/RenderSheep,net/minecraft/client/renderer/entity/RenderSheep
nt,net/minecraft/server/management/PlayerProfileCache$1,net/minecraft/server/management/PlayerProfileCache$1
bot,net/minecraft/client/renderer/entity/RenderSlime,net/minecraft/client/renderer/entity/RenderSlime
nu,net/minecraft/server/management/PlayerProfileCache$2,net/minecraft/server/management/PlayerProfileCache$2
bos,net/minecraft/client/renderer/entity/RenderSkeleton,net/minecraft/client/renderer/entity/RenderSkeleton
nv,net/minecraft/server/management/PlayerProfileCache$ProfileEntry,net/minecraft/server/management/PlayerProfileCache$ProfileEntry
bov,net/minecraft/client/renderer/entity/RenderSpider,net/minecraft/client/renderer/entity/RenderSpider
bou,net/minecraft/client/renderer/entity/RenderSnowMan,net/minecraft/client/renderer/entity/RenderSnowMan
nw,net/minecraft/server/management/PlayerProfileCache$Serializer,net/minecraft/server/management/PlayerProfileCache$Serializer
nx,net/minecraft/server/management/BanList,net/minecraft/server/management/BanList
box,net/minecraft/client/renderer/entity/RenderTntMinecart,net/minecraft/client/renderer/entity/RenderTntMinecart
ny,net/minecraft/server/management/IPBanEntry,net/minecraft/server/management/IPBanEntry
bow,net/minecraft/client/renderer/entity/RenderSquid,net/minecraft/client/renderer/entity/RenderSquid
nz,net/minecraft/server/management/PreYggdrasilConverter,net/minecraft/server/management/PreYggdrasilConverter
boz,net/minecraft/client/renderer/entity/RenderIronGolem,net/minecraft/client/renderer/entity/RenderIronGolem
boy,net/minecraft/client/renderer/entity/RenderTNTPrimed,net/minecraft/client/renderer/entity/RenderTNTPrimed
oa,net/minecraft/server/management/PreYggdrasilConverter$1,net/minecraft/server/management/PreYggdrasilConverter$1
bpa,net/minecraft/client/renderer/entity/RenderVillager,net/minecraft/client/renderer/entity/RenderVillager
ob,net/minecraft/server/management/PreYggdrasilConverter$2,net/minecraft/server/management/PreYggdrasilConverter$2
oc,net/minecraft/server/management/PreYggdrasilConverter$3,net/minecraft/server/management/PreYggdrasilConverter$3
bpc,net/minecraft/client/renderer/entity/RenderWither,net/minecraft/client/renderer/entity/RenderWither
od,net/minecraft/server/management/PreYggdrasilConverter$4,net/minecraft/server/management/PreYggdrasilConverter$4
bpb,net/minecraft/client/renderer/entity/RenderWitch,net/minecraft/client/renderer/entity/RenderWitch
oe,net/minecraft/server/management/PreYggdrasilConverter$5,net/minecraft/server/management/PreYggdrasilConverter$5
bpe,net/minecraft/client/renderer/entity/RenderWolf,net/minecraft/client/renderer/entity/RenderWolf
bpd,net/minecraft/client/renderer/tileentity/RenderWitherSkull,net/minecraft/client/renderer/tileentity/RenderWitherSkull
of,net/minecraft/server/management/PreYggdrasilConverter$6,net/minecraft/server/management/PreYggdrasilConverter$6
og,net/minecraft/server/management/PreYggdrasilConverter$7,net/minecraft/server/management/PreYggdrasilConverter$7
bpg,net/minecraft/client/util/JsonBlendingMode,net/minecraft/client/util/JsonBlendingMode
oh,net/minecraft/server/management/PreYggdrasilConverter$ConversionError,net/minecraft/server/management/PreYggdrasilConverter$ConversionError
bpf,net/minecraft/client/renderer/entity/RenderZombie,net/minecraft/client/renderer/entity/RenderZombie
bpi,net/minecraft/client/shader/ShaderManager,net/minecraft/client/shader/ShaderManager
oi,net/minecraft/server/management/ServerConfigurationManager,net/minecraft/server/management/ServerConfigurationManager
bph,net/minecraft/client/shader/ShaderDefault,net/minecraft/client/shader/ShaderDefault
oj,net/minecraft/server/management/UserListOps,net/minecraft/server/management/UserListOps
ok,net/minecraft/server/management/UserListOpsEntry,net/minecraft/server/management/UserListOpsEntry
bpk,net/minecraft/client/shader/Shader,net/minecraft/client/shader/Shader
ol,net/minecraft/server/management/UserListEntry,net/minecraft/server/management/UserListEntry
bpj,net/minecraft/client/shader/ShaderGroup,net/minecraft/client/shader/ShaderGroup
om,net/minecraft/server/management/UserList,net/minecraft/server/management/UserList
bpm,net/minecraft/client/shader/ShaderLoader$ShaderType,net/minecraft/client/shader/ShaderLoader$ShaderType
bpl,net/minecraft/client/shader/ShaderLoader,net/minecraft/client/shader/ShaderLoader
on,net/minecraft/server/management/UserList$1,net/minecraft/server/management/UserList$1
oo,net/minecraft/server/management/UserList$Serializer,net/minecraft/server/management/UserList$Serializer
bpo,net/minecraft/client/shader/ShaderUniform,net/minecraft/client/shader/ShaderUniform
op,net/minecraft/server/management/UserListBans,net/minecraft/server/management/UserListBans
bpn,net/minecraft/client/shader/ShaderLinkHelper,net/minecraft/client/shader/ShaderLinkHelper
oq,net/minecraft/server/management/UserListBansEntry,net/minecraft/server/management/UserListBansEntry
bpq,net/minecraft/client/renderer/texture/DynamicTexture,net/minecraft/client/renderer/texture/DynamicTexture
bpp,net/minecraft/client/renderer/texture/AbstractTexture,net/minecraft/client/renderer/texture/AbstractTexture
or,net/minecraft/server/management/UserListWhitelist,net/minecraft/server/management/UserListWhitelist
os,net/minecraft/server/management/UserListWhitelistEntry,net/minecraft/server/management/UserListWhitelistEntry
bps,net/minecraft/client/renderer/ThreadDownloadImageData$1,net/minecraft/client/renderer/ThreadDownloadImageData$1
ot,net/minecraft/network/rcon/RConOutputStream,net/minecraft/network/rcon/RConOutputStream
bpr,net/minecraft/client/renderer/ThreadDownloadImageData,net/minecraft/client/renderer/ThreadDownloadImageData
bpu,net/minecraft/client/renderer/texture/SimpleTexture,net/minecraft/client/renderer/texture/SimpleTexture
ou,net/minecraft/network/rcon/RConUtils,net/minecraft/network/rcon/RConUtils
bpt,net/minecraft/client/renderer/texture/LayeredTexture,net/minecraft/client/renderer/texture/LayeredTexture
ov,net/minecraft/network/rcon/RConConsoleSource,net/minecraft/network/rcon/RConConsoleSource
ow,net/minecraft/network/rcon/RConThreadBase,net/minecraft/network/rcon/RConThreadBase
bpw,net/minecraft/client/renderer/texture/Stitcher$Holder,net/minecraft/client/renderer/texture/Stitcher$Holder
ox,net/minecraft/network/rcon/RConThreadQuery,net/minecraft/network/rcon/RConThreadQuery
bpv,net/minecraft/client/renderer/texture/Stitcher,net/minecraft/client/renderer/texture/Stitcher
oy,net/minecraft/network/rcon/RConThreadQuery$Auth,net/minecraft/network/rcon/RConThreadQuery$Auth
bpy,net/minecraft/client/renderer/StitcherException,net/minecraft/client/renderer/StitcherException
oz,net/minecraft/network/rcon/RConThreadClient,net/minecraft/network/rcon/RConThreadClient
bpx,net/minecraft/client/renderer/texture/Stitcher$Slot,net/minecraft/client/renderer/texture/Stitcher$Slot
bpz,net/minecraft/client/renderer/texture/TextureMap,net/minecraft/client/renderer/texture/TextureMap
pa,net/minecraft/network/rcon/RConThreadMain,net/minecraft/network/rcon/RConThreadMain
pb,net/minecraft/stats/Achievement,net/minecraft/stats/Achievement
bqb,net/minecraft/client/renderer/texture/TextureMap$2,net/minecraft/client/renderer/texture/TextureMap$2
pc,net/minecraft/stats/AchievementList,net/minecraft/stats/AchievementList
bqa,net/minecraft/client/renderer/texture/TextureMap$1,net/minecraft/client/renderer/texture/TextureMap$1
pd,net/minecraft/stats/IStatStringFormat,net/minecraft/stats/IStatStringFormat
bqd,net/minecraft/client/renderer/texture/TextureAtlasSprite,net/minecraft/client/renderer/texture/TextureAtlasSprite
bqc,net/minecraft/client/renderer/texture/TextureMap$3,net/minecraft/client/renderer/texture/TextureMap$3
pe,net/minecraft/stats/StatBasic,net/minecraft/stats/StatBasic
bqf,net/minecraft/client/renderer/texture/TextureManager,net/minecraft/client/renderer/texture/TextureManager
pf,net/minecraft/stats/StatCrafting,net/minecraft/stats/StatCrafting
pg,net/minecraft/stats/StatisticsFile,net/minecraft/stats/StatisticsFile
bqe,net/minecraft/client/renderer/texture/TextureAtlasSprite$1,net/minecraft/client/renderer/texture/TextureAtlasSprite$1
ph,net/minecraft/stats/StatBase,net/minecraft/stats/StatBase
bqh,net/minecraft/client/renderer/texture/ITextureObject,net/minecraft/client/renderer/texture/ITextureObject
bqg,net/minecraft/client/renderer/texture/TextureManager$1,net/minecraft/client/renderer/texture/TextureManager$1
pi,net/minecraft/stats/StatBase$1,net/minecraft/stats/StatBase$1
pj,net/minecraft/stats/StatBase$2,net/minecraft/stats/StatBase$2
bqj,net/minecraft/client/renderer/texture/ITickable,net/minecraft/client/renderer/texture/ITickable
pk,net/minecraft/stats/StatBase$3,net/minecraft/stats/StatBase$3
bqi,net/minecraft/client/renderer/texture/TextureUtil,net/minecraft/client/renderer/texture/TextureUtil
bql,net/minecraft/client/renderer/texture/TextureClock,net/minecraft/client/renderer/texture/TextureClock
pl,net/minecraft/stats/StatBase$4,net/minecraft/stats/StatBase$4
pm,net/minecraft/stats/IStatType,net/minecraft/stats/IStatType
bqk,net/minecraft/client/renderer/texture/ITickableTextureObject,net/minecraft/client/renderer/texture/ITickableTextureObject
pn,net/minecraft/util/TupleIntJsonSerializable,net/minecraft/util/TupleIntJsonSerializable
bqn,net/minecraft/client/resources/AbstractResourcePack,net/minecraft/client/resources/AbstractResourcePack
po,net/minecraft/util/IJsonSerializable,net/minecraft/util/IJsonSerializable
bqm,net/minecraft/client/renderer/texture/TextureCompass,net/minecraft/client/renderer/texture/TextureCompass
pp,net/minecraft/stats/StatList,net/minecraft/stats/StatList
bqp,net/minecraft/client/resources/DefaultResourcePack,net/minecraft/client/resources/DefaultResourcePack
bqo,net/minecraft/client/resources/ResourceIndex,net/minecraft/client/resources/ResourceIndex
pq,net/minecraft/stats/StatFileWriter,net/minecraft/stats/StatFileWriter
pr,net/minecraft/util/JsonSerializableSet,net/minecraft/util/JsonSerializableSet
bqr,net/minecraft/client/resources/FileResourcePack,net/minecraft/client/resources/FileResourcePack
bqq,net/minecraft/client/resources/FallbackResourceManager,net/minecraft/client/resources/FallbackResourceManager
